,pitcher_name,pitcher_id,sample_size,num_pitch_types,train_acc,test_acc,best_epoch,naive_est,improvement,overfit
918,2022 Josiah Gray,2022680686,2498.0,6.0,0.5569,0.552,15.0,0.3927,0.1593,0.004899999999999904
919,2022 Kyle Bradish,2022680694,1937.0,5.0,0.5269,0.5278,15.0,0.443,0.0848,-0.0009000000000000119
920,2022 Josh Winder,2022680739,1027.0,4.0,0.5675,0.5253,18.0,0.4051,0.1202,0.042200000000000015
921,2022 Beau Brieske,2022689225,1189.0,5.0,0.5668,0.5436,19.0,0.4634,0.0802,0.0232
922,2023 Adam Wainwright,2023425794,1720.0,6.0,0.531,0.5349,18.0,0.3151,0.2198,-0.0039000000000000146
923,2023 Zack Greinke,2023425844,1967.0,6.0,0.4922,0.4837,19.0,0.2659,0.2178,0.008500000000000008
924,2023 Justin Verlander,2023434378,2339.0,4.0,0.5747,0.5761,11.0,0.5036,0.0725,-0.0013999999999999568
925,2023 Rich Hill,2023448179,2426.0,6.0,0.6223,0.6145,17.0,0.3566,0.2579,0.007799999999999918
926,2023 Charlie Morton,2023450203,2779.0,5.0,0.5403,0.554,9.0,0.4293,0.1247,-0.013700000000000045
927,2023 Max Scherzer,2023453286,2369.0,5.0,0.5659,0.5413,18.0,0.4652,0.0761,0.024599999999999955
928,2023 Lance Lynn,2023458681,2870.0,6.0,0.5307,0.4875,13.0,0.4369,0.0506,0.04319999999999996
929,2023 Carlos Carrasco,2023471911,1569.0,6.0,0.5332,0.4707,19.0,0.3193,0.1514,0.0625
930,2023 Clayton Kershaw,2023477132,1823.0,6.0,0.6452,0.6645,12.0,0.4328,0.2317,-0.019299999999999984
931,2023 Wade Miley,2023489119,1664.0,6.0,0.6458,0.6947,18.0,0.4387,0.256,-0.048899999999999944
932,2023 José Quintana,2023500779,1011.0,4.0,0.5884,0.5534,19.0,0.2977,0.2557,0.03500000000000003
933,2023 Kyle Gibson,2023502043,2820.0,6.0,0.4596,0.522,10.0,0.2681,0.2539,-0.06240000000000001
934,2023 Alex Cobb,2023502171,2433.0,5.0,0.6316,0.6913,10.0,0.3975,0.2938,-0.059699999999999975
935,2023 Chase Anderson,2023502624,1218.0,6.0,0.54,0.4885,18.0,0.3169,0.1716,0.051500000000000046
936,2023 Yu Darvish,2023506433,2188.0,7.0,0.5283,0.5064,18.0,0.3629,0.1435,0.02190000000000003
937,2023 Merrill Kelly,2023518876,2441.0,6.0,0.4678,0.4435,19.0,0.297,0.1465,0.02429999999999999
938,2023 Chris Sale,2023519242,1453.0,4.0,0.6281,0.6071,19.0,0.4288,0.1783,0.02100000000000002
939,2023 Martín Pérez,2023527048,2008.0,6.0,0.6693,0.6454,19.0,0.4228,0.2226,0.023900000000000032
940,2023 Tyler Anderson,2023542881,2370.0,6.0,0.6218,0.6189,14.0,0.3755,0.2434,0.0029000000000000137
941,2023 Gerrit Cole,2023543037,2958.0,5.0,0.5099,0.5554,5.0,0.5338,0.0216,-0.045499999999999985
942,2023 Anthony DeSclafani,2023543101,1505.0,5.0,0.5275,0.5491,13.0,0.4492,0.0999,-0.021600000000000064
943,2023 Nathan Eovaldi,2023543135,2064.0,5.0,0.5652,0.5407,18.0,0.3716,0.1691,0.024500000000000077
944,2023 Sonny Gray,2023543243,2623.0,6.0,0.5521,0.5046,19.0,0.2676,0.237,0.04749999999999999
945,2023 Kyle Hendricks,2023543294,1908.0,4.0,0.6848,0.6625,19.0,0.4036,0.2589,0.022299999999999986
946,2023 Jordan Lyles,2023543475,2581.0,6.0,0.476,0.4861,11.0,0.3069,0.1792,-0.010099999999999998
947,2023 Scott McGough,2023543518,1119.0,3.0,0.6973,0.7036,19.0,0.5147,0.1889,-0.006299999999999972
948,2023 Collin McHugh,2023543521,1009.0,5.0,0.713,0.6601,17.0,0.4827,0.1774,0.05289999999999995
949,2023 Michael Tonkin,2023543859,1133.0,2.0,0.7279,0.6831,18.0,0.6055,0.0776,0.04479999999999995
950,2023 Michael Lorenzen,2023547179,2211.0,6.0,0.5211,0.5027,17.0,0.3487,0.154,0.018399999999999972
951,2023 Ross Stripling,2023548389,1272.0,6.0,0.5482,0.4465,19.0,0.2987,0.1478,0.10170000000000001
952,2023 Zack Wheeler,2023554430,2848.0,5.0,0.5412,0.5197,15.0,0.4301,0.0896,0.021499999999999964
953,2023 Matt Boyd,2023571510,1151.0,5.0,0.5898,0.5938,18.0,0.3858,0.208,-0.0040000000000000036
954,2023 Patrick Corbin,2023571578,2717.0,4.0,0.6254,0.6103,11.0,0.4185,0.1918,0.015100000000000002
955,2023 Buck Farmer,2023571656,1123.0,3.0,0.601,0.5409,19.0,0.4328,0.1081,0.06009999999999993
956,2023 Andrew Heaney,2023571760,2340.0,4.0,0.6519,0.6821,19.0,0.5765,0.1056,-0.030200000000000005
957,2023 Steven Matz,2023571927,1795.0,4.0,0.688,0.6837,18.0,0.5604,0.1233,0.0042999999999999705
958,2023 Miles Mikolas,2023571945,2832.0,5.0,0.4426,0.4237,15.0,0.2556,0.1681,0.018899999999999972
959,2023 James Paxton,2023572020,1651.0,5.0,0.6745,0.6174,19.0,0.5621,0.0553,0.05710000000000004
960,2023 Marcus Stroman,2023573186,2069.0,6.0,0.597,0.5888,17.0,0.4688,0.12,0.008199999999999985
961,2023 Yusei Kikuchi,2023579328,2626.0,4.0,0.6364,0.6164,19.0,0.4513,0.1651,0.020000000000000018
962,2023 Kevin Gausman,2023592332,2786.0,3.0,0.6884,0.6327,19.0,0.5068,0.1259,0.05569999999999997
963,2023 Jon Gray,2023592351,2186.0,4.0,0.5747,0.5868,16.0,0.4231,0.1637,-0.0121
964,2023 Drew Smyly,2023592767,2198.0,3.0,0.7148,0.7182,11.0,0.49,0.2282,-0.0033999999999999586
965,2023 Noah Syndergaard,2023592789,1362.0,7.0,0.4682,0.4487,19.0,0.2628,0.1859,0.019500000000000017
966,2023 Jameson Taillon,2023592791,2268.0,6.0,0.4715,0.5009,10.0,0.3338,0.1671,-0.029400000000000037
967,2023 Taijuan Walker,2023592836,2572.0,6.0,0.563,0.5101,18.0,0.3351,0.175,0.05289999999999995
968,2023 Trevor Williams,2023592866,2471.0,5.0,0.5424,0.5227,15.0,0.4359,0.0868,0.01969999999999994
969,2023 Domingo Germán,2023593334,1615.0,4.0,0.5318,0.5396,17.0,0.4099,0.1297,-0.007799999999999918
970,2023 Eduardo Rodriguez,2023593958,2097.0,5.0,0.5859,0.6286,14.0,0.4435,0.1851,-0.04270000000000007
971,2023 Ben Lively,2023594902,1314.0,6.0,0.5025,0.4924,18.0,0.3288,0.1636,0.010099999999999942
972,2023 Jakob Junis,2023596001,1311.0,4.0,0.6663,0.6555,18.0,0.6232,0.0323,0.010800000000000032
973,2023 Luke Weaver,2023596133,2052.0,6.0,0.5133,0.538,19.0,0.4288,0.1092,-0.024700000000000055
974,2023 Austin Gomber,2023596295,2094.0,5.0,0.5771,0.5821,15.0,0.4351,0.147,-0.0050000000000000044
975,2023 Nick Pivetta,2023601713,2147.0,5.0,0.5646,0.5866,17.0,0.5054,0.0812,-0.02200000000000002
976,2023 Scott Barlow,2023605130,1032.0,4.0,0.5426,0.5349,19.0,0.376,0.1589,0.007699999999999929
977,2023 Chris Bassitt,2023605135,2878.0,7.0,0.5269,0.4972,18.0,0.3902,0.107,0.02970000000000006
978,2023 Mike Clevinger,2023605182,1902.0,6.0,0.4383,0.5525,4.0,0.4811,0.0714,-0.11419999999999997
979,2023 Zach Davies,2023605200,1404.0,6.0,0.5299,0.4929,18.0,0.3212,0.1717,0.03700000000000003
980,2023 Adrian Houser,2023605288,1572.0,5.0,0.5462,0.5547,15.0,0.4714,0.0833,-0.008499999999999952
981,2023 Joe Musgrove,2023605397,1499.0,6.0,0.4386,0.4427,18.0,0.2435,0.1992,-0.0040999999999999925
982,2023 Aaron Nola,2023605400,2826.0,5.0,0.479,0.4851,16.0,0.3156,0.1695,-0.006099999999999994
983,2023 Blake Snell,2023605483,3004.0,4.0,0.6507,0.6232,19.0,0.488,0.1352,0.02749999999999997
984,2023 Rafael Montero,2023606160,1136.0,4.0,0.6021,0.5704,17.0,0.4859,0.0845,0.03169999999999995
985,2023 Colin Rea,2023607067,1857.0,6.0,0.5036,0.4903,19.0,0.2967,0.1936,0.013300000000000034
986,2023 Tyler Glasnow,2023607192,1672.0,4.0,0.6108,0.5431,18.0,0.4217,0.1214,0.06769999999999998
987,2023 Nick Martinez,2023607259,1562.0,5.0,0.5004,0.5192,14.0,0.2849,0.2343,-0.01880000000000004
988,2023 Kyle Freeland,2023607536,2384.0,5.0,0.547,0.5235,16.0,0.2819,0.2416,0.023500000000000076
989,2023 Seth Lugo,2023607625,2094.0,5.0,0.5191,0.4943,17.0,0.3133,0.181,0.02479999999999999
990,2023 Max Fried,2023608331,1133.0,5.0,0.5807,0.5458,18.0,0.3451,0.2007,0.03490000000000004
991,2023 Lucas Giolito,2023608337,2841.0,4.0,0.539,0.5513,18.0,0.4305,0.1208,-0.012299999999999978
992,2023 Cole Irvin,2023608344,1175.0,5.0,0.5755,0.4694,19.0,0.2851,0.1843,0.10610000000000003
993,2023 Michael Wacha,2023608379,1983.0,5.0,0.5582,0.4859,19.0,0.3364,0.1495,0.07230000000000003
994,2023 Kendall Graveman,2023608665,1012.0,5.0,0.5876,0.6047,19.0,0.3972,0.2075,-0.017100000000000004
995,2023 Chris Stratton,2023608717,1243.0,5.0,0.5955,0.5723,19.0,0.5479,0.0244,0.0232
996,2023 Brent Suter,2023608718,1032.0,4.0,0.6344,0.5853,19.0,0.3052,0.2801,0.04909999999999992
997,2023 Cal Quantrill,2023615698,1494.0,6.0,0.592,0.6096,14.0,0.4177,0.1919,-0.01760000000000006
998,2023 Jose Cuas,2023621016,1101.0,4.0,0.6158,0.5688,19.0,0.4914,0.0774,0.04700000000000004
999,2023 James Kaprielian,2023621076,1076.0,5.0,0.513,0.5019,15.0,0.4126,0.0893,0.011099999999999999
1000,2023 Zach Eflin,2023621107,2376.0,6.0,0.5606,0.5219,17.0,0.3207,0.2012,0.03869999999999996
1001,2023 Paul Blackburn,2023621112,1751.0,6.0,0.473,0.4726,14.0,0.2433,0.2293,0.00039999999999995595
1002,2023 José Berríos,2023621244,2673.0,4.0,0.5539,0.5202,16.0,0.3064,0.2138,0.03369999999999995
1003,2023 Matt Strahm,2023621381,1247.0,5.0,0.6128,0.6442,15.0,0.4338,0.2104,-0.031399999999999983
1004,2023 Ty Blach,2023621389,1077.0,4.0,0.6939,0.6926,16.0,0.559,0.1336,0.0012999999999999678
1005,2023 Alex Wood,2023622072,1530.0,3.0,0.7262,0.6867,17.0,0.4425,0.2442,0.03949999999999998
1006,2023 Luis Castillo,2023622491,2924.0,4.0,0.497,0.487,13.0,0.4425,0.0445,0.010000000000000009
1007,2023 Luis Severino,2023622663,1542.0,5.0,0.5424,0.5544,17.0,0.4494,0.105,-0.01200000000000001
1008,2023 Chris Flexen,2023623167,1558.0,6.0,0.5462,0.5513,13.0,0.4056,0.1457,-0.005099999999999993
1009,2023 Ranger Suárez,2023624133,1818.0,6.0,0.5444,0.5319,14.0,0.2684,0.2635,0.012499999999999956
1010,2023 Reynaldo López,2023625643,1011.0,4.0,0.6662,0.6798,10.0,0.6439,0.0359,-0.013599999999999945
1011,2023 Kenta Maeda,2023628317,1582.0,5.0,0.5346,0.5051,18.0,0.3205,0.1846,0.02949999999999997
1012,2023 Julio Urías,2023628711,1800.0,4.0,0.6585,0.6511,19.0,0.4528,0.1983,0.007399999999999962
1013,2023 Yonny Chirinos,2023630023,1264.0,5.0,0.6414,0.6519,17.0,0.4707,0.1812,-0.010500000000000065
1014,2023 Sean Manaea,2023640455,1779.0,5.0,0.6612,0.6607,14.0,0.5655,0.0952,0.000500000000000056
1015,2023 Pablo López,2023641154,2781.0,5.0,0.4743,0.477,11.0,0.3477,0.1293,-0.00269999999999998
1016,2023 Nestor Cortes,2023641482,1040.0,5.0,0.6397,0.6385,19.0,0.5154,0.1231,0.0012000000000000899
1017,2023 Dane Dunning,2023641540,2402.0,6.0,0.5058,0.5125,14.0,0.3397,0.1728,-0.006699999999999928
1018,2023 J. P. France,2023641585,2041.0,5.0,0.5575,0.5382,19.0,0.4346,0.1036,0.019299999999999984
1019,2023 Dakota Hudson,2023641712,1120.0,5.0,0.5524,0.4679,19.0,0.3911,0.0768,0.08450000000000002
1020,2023 Zack Littell,2023641793,1165.0,4.0,0.583,0.4932,19.0,0.4052,0.088,0.08979999999999994
1021,2023 Bailey Ober,2023641927,1942.0,4.0,0.5282,0.5453,10.0,0.4521,0.0932,-0.017100000000000004
1022,2023 Ryan Yarbrough,2023642232,1255.0,4.0,0.7003,0.621,17.0,0.3052,0.3158,0.07930000000000004
1023,2023 Jaime Barria,2023642545,1221.0,4.0,0.6197,0.5654,19.0,0.5053,0.0601,0.054300000000000015
1024,2023 Freddy Peralta,2023642547,2615.0,4.0,0.5436,0.5688,15.0,0.5078,0.061,-0.0252
1025,2023 Tyler Rogers,2023643511,1027.0,3.0,0.674,0.6109,19.0,0.5024,0.1085,0.06310000000000004
1026,2023 Sandy Alcantara,2023645261,2629.0,5.0,0.5043,0.497,17.0,0.2906,0.2064,0.007299999999999973
1027,2023 Bryan Abreu,2023650556,1062.0,4.0,0.559,0.6165,8.0,0.5301,0.0864,-0.057499999999999996
1028,2023 Mike King,2023650633,1376.0,4.0,0.5533,0.5262,15.0,0.3365,0.1897,0.027100000000000013
1029,2023 Aaron Civale,2023650644,1842.0,6.0,0.5547,0.5466,13.0,0.3773,0.1693,0.008099999999999996
1030,2023 Cristopher Sánchez,2023650911,1328.0,3.0,0.6867,0.6867,17.0,0.4623,0.2244,0.0
1031,2023 Albert Abreu,2023656061,1009.0,4.0,0.672,0.6206,19.0,0.55,0.0706,0.0514
1032,2023 Brandon Bielak,2023656232,1359.0,5.0,0.5643,0.5235,18.0,0.3002,0.2233,0.04080000000000006
1033,2023 Jake Bird,2023656234,1314.0,5.0,0.6964,0.696,16.0,0.605,0.091,0.00040000000000006697
1034,2023 Griffin Canning,2023656288,1808.0,5.0,0.5406,0.4889,18.0,0.3446,0.1443,0.05169999999999997
1035,2023 Dylan Cease,2023656302,2965.0,4.0,0.5843,0.5606,18.0,0.4263,0.1343,0.023700000000000054
1036,2023 Jack Flaherty,2023656427,2569.0,6.0,0.4875,0.5086,11.0,0.4146,0.094,-0.021100000000000063
1037,2023 Tanner Houck,2023656557,1566.0,5.0,0.5571,0.5765,17.0,0.3768,0.1997,-0.019399999999999973
1038,2023 Mitch Keller,2023656605,2863.0,6.0,0.4779,0.5377,16.0,0.2536,0.2841,-0.059799999999999964
1039,2023 Michael Kopech,2023656629,2341.0,4.0,0.6724,0.6621,19.0,0.619,0.0431,0.010299999999999976
1040,2023 Alex Lange,2023656638,1008.0,4.0,0.7103,0.6667,19.0,0.5823,0.0844,0.04360000000000008
1041,2023 Tylor Megill,2023656731,2005.0,4.0,0.5775,0.6096,9.0,0.5506,0.059,-0.03210000000000002
1042,2023 Jordan Montgomery,2023656756,2669.0,5.0,0.6182,0.6257,16.0,0.4384,0.1873,-0.007500000000000062
1043,2023 David Peterson,2023656849,1723.0,5.0,0.5124,0.5197,12.0,0.2792,0.2405,-0.007300000000000084
1044,2023 Tanner Scott,2023656945,1041.0,2.0,0.75,0.7126,19.0,0.5235,0.1891,0.03739999999999999
1045,2023 Justin Steele,2023657006,2420.0,5.0,0.7168,0.7289,13.0,0.6264,0.1025,-0.0121
1046,2023 Touki Toussaint,2023657053,1359.0,5.0,0.5417,0.5206,19.0,0.2973,0.2233,0.021100000000000008
1047,2023 Julian Merryweather,2023657240,1131.0,3.0,0.6285,0.6078,5.0,0.5199,0.0879,0.02069999999999994
1048,2023 Logan Webb,2023657277,2861.0,4.0,0.6028,0.5573,16.0,0.4037,0.1536,0.045499999999999985
1049,2023 Clarke Schmidt,2023657376,2473.0,5.0,0.5324,0.5073,17.0,0.2766,0.2307,0.02510000000000001
1050,2023 Joe Ryan,2023657746,2376.0,3.0,0.656,0.601,17.0,0.5665,0.0345,0.05500000000000005
1051,2023 Connor Seabold,2023657756,1376.0,4.0,0.6541,0.5727,18.0,0.5422,0.0305,0.08140000000000003
1052,2023 Shintaro Fujinami,2023660261,1262.0,6.0,0.6596,0.6139,14.0,0.5626,0.0513,0.04569999999999996
1053,2023 Shohei Ohtani,2023660271,2056.0,6.0,0.513,0.4981,17.0,0.3512,0.1469,0.014900000000000024
1054,2023 Shane McClanahan,2023663556,1776.0,4.0,0.5766,0.5788,12.0,0.4155,0.1633,-0.0021999999999999797
1055,2023 Bailey Falter,2023663559,1202.0,5.0,0.5339,0.5814,12.0,0.4459,0.1355,-0.04749999999999999
1056,2023 Peter Lambert,2023663567,1378.0,4.0,0.5595,0.5623,13.0,0.4507,0.1116,-0.0028000000000000247
1057,2023 Jake Irvin,2023663623,1969.0,4.0,0.5434,0.5172,16.0,0.3611,0.1561,0.0262
1058,2023 Hogan Harris,2023663687,1053.0,4.0,0.6337,0.6136,16.0,0.4748,0.1388,0.020100000000000007
1059,2023 Patrick Sandoval,2023663776,2482.0,5.0,0.6051,0.5845,19.0,0.2853,0.2992,0.02059999999999995
1060,2023 Brady Singer,2023663903,2565.0,3.0,0.6703,0.6573,19.0,0.5111,0.1462,0.013000000000000012
1061,2023 Tristan Beck,2023663941,1133.0,4.0,0.6773,0.6655,19.0,0.5658,0.0997,0.011800000000000033
1062,2023 Tyler Holton,2023663947,1088.0,6.0,0.6605,0.5551,19.0,0.2785,0.2766,0.10539999999999994
1063,2023 Tony Gonsolin,2023664062,1598.0,4.0,0.576,0.565,16.0,0.3992,0.1658,0.01100000000000001
1064,2023 Ian Gibaut,2023664139,1002.0,4.0,0.5366,0.4821,18.0,0.4411,0.041,0.05449999999999999
1065,2023 Framber Valdez,2023664285,2746.0,5.0,0.6824,0.687,16.0,0.4749,0.2121,-0.0046000000000000485
1066,2023 Cristian Javier,2023664299,2528.0,4.0,0.6424,0.5981,18.0,0.5819,0.0162,0.044300000000000006
1067,2023 Justin Lawrence,2023664875,1050.0,2.0,0.7281,0.7034,19.0,0.5133,0.1901,0.024699999999999944
1068,2023 Dean Kremer,2023665152,2652.0,6.0,0.5088,0.4947,18.0,0.3575,0.1372,0.014100000000000057
1069,2023 Luis Medina,2023665622,1712.0,5.0,0.5226,0.5093,14.0,0.4241,0.0852,0.013299999999999979
1070,2023 Edward Cabrera,2023665795,1603.0,5.0,0.4684,0.4738,11.0,0.3094,0.1644,-0.005400000000000016
1071,2023 Javier Assad,2023665871,1525.0,6.0,0.5529,0.4817,18.0,0.2997,0.182,0.07119999999999993
1072,2023 Braxton Garrett,2023666129,2392.0,6.0,0.5585,0.5351,11.0,0.3131,0.222,0.023399999999999976
1073,2023 Cole Ragans,2023666142,1326.0,5.0,0.5855,0.5211,17.0,0.3967,0.1244,0.06440000000000001
1074,2023 Matt Manning,2023666159,1151.0,4.0,0.6327,0.5868,19.0,0.4735,0.1133,0.04590000000000005
1075,2023 Jesús Luzardo,2023666200,2755.0,5.0,0.6176,0.611,10.0,0.4584,0.1526,0.00660000000000005
1076,2023 Alek Manoah,2023666201,1624.0,4.0,0.5222,0.5025,19.0,0.298,0.2045,0.01970000000000005
1077,2023 Kyle Muller,2023666205,1357.0,4.0,0.6382,0.6647,15.0,0.5122,0.1525,-0.026499999999999968
1078,2023 Joey Wentz,2023666214,1750.0,4.0,0.609,0.5936,16.0,0.4189,0.1747,0.01539999999999997
1079,2023 Matt Brash,2023666374,1150.0,6.0,0.5928,0.5694,8.0,0.5052,0.0642,0.023399999999999976
1080,2023 Gregory Santos,2023666619,1047.0,4.0,0.6586,0.6145,13.0,0.5263,0.0882,0.04409999999999992
1081,2023 Jhony Brito,2023666745,1214.0,5.0,0.5341,0.5395,16.0,0.3353,0.2042,-0.00539999999999996
1082,2023 Zac Gallen,2023668678,3008.0,6.0,0.5904,0.5758,19.0,0.4917,0.0841,0.014600000000000057
1083,2023 Hunter Greene,2023668881,1717.0,3.0,0.6061,0.5884,12.0,0.5463,0.0421,0.017699999999999938
1084,2023 Gavin Williams,2023668909,1340.0,4.0,0.609,0.5642,18.0,0.5552,0.009,0.04479999999999995
1085,2023 Graham Ashcraft,2023668933,2271.0,3.0,0.6629,0.6655,16.0,0.528,0.1375,-0.0025999999999999357
1086,2023 MacKenzie Gore,2023669022,2369.0,4.0,0.6622,0.6728,16.0,0.5905,0.0823,-0.010599999999999943
1087,2023 Bryse Wilson,2023669060,1003.0,6.0,0.5971,0.5458,19.0,0.3529,0.1929,0.05130000000000001
1088,2023 Ryne Nelson,2023669194,2174.0,5.0,0.5644,0.5974,10.0,0.5423,0.0551,-0.03300000000000003
1089,2023 Corbin Burnes,2023669203,2889.0,5.0,0.6154,0.657,10.0,0.5531,0.1039,-0.04160000000000008
1090,2023 Eli Morgan,2023669212,1014.0,4.0,0.6263,0.5354,19.0,0.4152,0.1202,0.09089999999999998
1091,2023 Logan Gilbert,2023669302,2645.0,5.0,0.5653,0.5952,14.0,0.4216,0.1736,-0.029899999999999927
1092,2023 Tyler Wells,2023669330,1789.0,5.0,0.5391,0.5022,16.0,0.3678,0.1344,0.036900000000000044
1093,2023 Tarik Skubal,2023669373,1014.0,5.0,0.5974,0.5551,19.0,0.3698,0.1853,0.042300000000000004
1094,2023 Shane Bieber,2023669456,1750.0,5.0,0.4924,0.5068,10.0,0.34,0.1668,-0.014400000000000024
1095,2023 Andre Pallante,2023669467,1056.0,4.0,0.6932,0.678,11.0,0.6496,0.0284,0.015199999999999991
1096,2023 Hayden Wesneski,2023669713,1285.0,5.0,0.54,0.4938,18.0,0.358,0.1358,0.04620000000000002
1097,2023 George Kirby,2023669923,2497.0,6.0,0.4722,0.4528,14.0,0.4001,0.0527,0.01940000000000003
1098,2023 Jesse Scholtens,2023669947,1325.0,4.0,0.576,0.5572,19.0,0.44,0.1172,0.018799999999999928
1099,2023 Josh Winckowski,2023670174,1228.0,5.0,0.6211,0.5635,19.0,0.3721,0.1914,0.057599999999999985
1100,2023 Johan Oviedo,2023670912,2731.0,5.0,0.4946,0.5183,6.0,0.3907,0.1276,-0.0237
1101,2023 Trevor Richards,2023670950,1152.0,2.0,0.7269,0.684,17.0,0.559,0.125,0.04289999999999994
1102,2023 Andrew Abbott,2023671096,1731.0,4.0,0.5878,0.5843,15.0,0.5032,0.0811,0.0034999999999999476
1103,2023 Logan Allen,2023671106,2047.0,4.0,0.6195,0.6211,19.0,0.4533,0.1678,-0.0015999999999999348
1104,2023 Taj Bradley,2023671737,1627.0,4.0,0.5541,0.5577,19.0,0.445,0.1127,-0.0035999999999999366
1105,2023 Reid Detmers,2023672282,2327.0,4.0,0.6241,0.579,17.0,0.4297,0.1493,0.04510000000000003
1106,2023 Carlos Hernández,2023672578,1093.0,5.0,0.6337,0.635,17.0,0.5627,0.0723,-0.0012999999999999678
1107,2023 Roansy Contreras,2023672710,1130.0,4.0,0.5939,0.6113,15.0,0.4451,0.1662,-0.01739999999999997
1108,2023 Kodai Senga,2023673540,2581.0,5.0,0.5494,0.565,13.0,0.3646,0.2004,-0.015599999999999947
1109,2023 Tommy Henry,2023674072,1362.0,4.0,0.668,0.6188,19.0,0.4875,0.1313,0.04920000000000002
1110,2023 Xzavion Curry,2023675540,1311.0,4.0,0.2116,0.5335,1.0,0.4851,0.0484,-0.32189999999999996
1111,2023 Michael Grove,2023675627,1052.0,5.0,0.5856,0.5247,18.0,0.3869,0.1378,0.060899999999999954
1112,2023 Spencer Strider,2023675911,2815.0,3.0,0.6315,0.6747,10.0,0.5908,0.0839,-0.043200000000000016
1113,2023 Bobby Miller,2023676272,1696.0,5.0,0.4984,0.4788,19.0,0.2665,0.2123,0.019600000000000006
1114,2023 Tanner Bibee,2023676440,2261.0,4.0,0.5469,0.5353,14.0,0.4697,0.0656,0.011600000000000055
1115,2023 Garrett Whitlock,2023676477,1072.0,4.0,0.592,0.5522,16.0,0.5252,0.027,0.03979999999999995
1116,2023 JP Sears,2023676664,2607.0,3.0,0.5954,0.6104,15.0,0.496,0.1144,-0.015000000000000013
1117,2023 Kutter Crawford,2023676710,1819.0,5.0,0.5652,0.5143,18.0,0.3887,0.1256,0.050900000000000056
1118,2023 Brayan Bello,2023678394,2313.0,5.0,0.5196,0.513,16.0,0.3614,0.1516,0.006599999999999939
1119,2023 Alec Marsh,2023679525,1135.0,5.0,0.557,0.4542,19.0,0.3877,0.0665,0.10280000000000006
1120,2023 Grayson Rodriguez,2023680570,1843.0,5.0,0.5753,0.551,11.0,0.491,0.06,0.02429999999999999
1121,2023 Josiah Gray,2023680686,2508.0,6.0,0.4939,0.4912,13.0,0.3138,0.1774,0.00269999999999998
1122,2023 Kyle Bradish,2023680694,2328.0,5.0,0.5011,0.4725,15.0,0.305,0.1675,0.028600000000000014
1123,2023 Reese Olson,2023681857,1491.0,5.0,0.5733,0.5335,19.0,0.3152,0.2183,0.03980000000000006
1124,2023 Brandon Williamson,2023682227,1722.0,5.0,0.6026,0.587,15.0,0.3699,0.2171,0.015600000000000058
1125,2023 Bryce Miller,2023682243,1882.0,5.0,0.5882,0.5817,13.0,0.5909,-0.0092,0.00649999999999995
1126,2023 Luis Ortiz,2023682847,1290.0,5.0,0.5502,0.5759,14.0,0.3209,0.255,-0.025699999999999945
1127,2023 Ken Waldichuk,2023686610,2268.0,4.0,0.6761,0.649,18.0,0.5441,0.1049,0.027100000000000013
1128,2023 Hunter Brown,2023686613,2571.0,5.0,0.5664,0.549,17.0,0.4594,0.0896,0.01739999999999997
1129,2023 Eury Pérez,2023691587,1427.0,4.0,0.5692,0.5462,17.0,0.445,0.1012,0.02300000000000002
1130,2023 Bryan Woo,2023693433,1267.0,6.0,0.5895,0.5457,18.0,0.472,0.0737,0.04380000000000006
1131,2023 Bryce Elder,2023693821,2631.0,4.0,0.5748,0.5532,19.0,0.3751,0.1781,0.021599999999999953
1132,2023 Brandon Pfaadt,2023694297,1371.0,5.0,0.536,0.5656,11.0,0.4697,0.0959,-0.02959999999999996
